"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/02/2022","AMZNFreeTime*1Q1BL8888-802-3080 WAUS","Point Of Sale Withdrawal AMZNFreeTime*1Q1BL8888-802-3080 WAUS","7.41","debit","Entertainment","Joint Checking Account","",""
"5/02/2022","Zaxby's","Point Of Sale Withdrawal ZAXBYS 1047 BISHOPVILLE SCUS","20.39","debit","Restaurants","Joint Checking Account","",""
"5/01/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","33.16","debit","Groceries Costco","Joint Checking Account","",""
"5/01/2022","Prime Video*1Q9PM4X888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*1Q9PM4X888-802-3080 WAUS","8.55","debit","Movies & DVDs","Joint Checking Account","",""
"5/01/2022","SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","60.38","debit","Travel","Joint Checking Account","",""
"5/01/2022","Carolina","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","144.63","debit","Business Services","Joint Checking Account","",""
"4/30/2022","Publix","Point Of Sale Withdrawal PUBLIX PAWLEYS ISLAN SCUS","25.43","debit","Groceries","Joint Checking Account","",""
"4/30/2022","PAWLEYS ISLAND SEAFPAWLEYS ISLAN SCUS","Point Of Sale Withdrawal PAWLEYS ISLAND SEAFPAWLEYS ISLAN SCUS","11.99","debit","Restaurants","Joint Checking Account","",""
"4/30/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"4/29/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","113.75","debit","Groceries","Joint Checking Account","",""
"4/28/2022","Dominion Energy","External Withdrawal DOMINION ENERGY - DRAFT","188.81","debit","Utilities","Joint Checking Account","",""
"4/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","174.41","debit","Transfer","Joint Checking Account","",""
"4/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.19","debit","Transfer","Joint Checking Account","",""
"4/28/2022","WF PL CC PAYMENT - PAYMENT","External Withdrawal WF PL CC PAYMENT - PAYMENT","300.00","debit","Credit Card Payment","Joint Checking Account","",""
"4/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"4/27/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","21.86","debit","Groceries","Joint Checking Account","",""
"4/27/2022"," x0426PPZ508 - INST XFER","External Withdrawal PAYPAL x0426PPZ508 - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"4/27/2022","Terminix","Point Of Sale Withdrawal TERMINIX SERVICE IN803-x1783 SCUS","90.00","debit","Home Services","Joint Checking Account","",""
"4/26/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","44.00","debit","Gas & Fuel","Joint Checking Account","",""
"4/26/2022","AT&T","External Withdrawal ATT - Payment","279.31","debit","Mobile Phone","Joint Checking Account","",""
"4/26/2022","TOPSPIN SWIM CLUB WWW.TEAMUNIFY SCUS","Point Of Sale Withdrawal TOPSPIN SWIM CLUB WWW.TEAMUNIFY SCUS","515.25","debit","Gym","Joint Checking Account","",""
"4/26/2022","Hulu","Point Of Sale Withdrawal PAYPAL *HULU 402-935-7733 CAUS","14.03","debit","Movies & DVDs","Joint Checking Account","",""
"4/26/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","711.29","credit","Income","Joint Checking Account","",""
"4/26/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"4/25/2022","CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"4/25/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","38.52","debit","Transfer","Joint Checking Account","",""
"4/25/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","200.00","debit","Transfer","Joint Checking Account","",""
"4/24/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","187.68","debit","Groceries","Joint Checking Account","",""
"4/23/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1541.00","credit","Transfer","Joint Checking Account","",""
"4/23/2022","PROJECT FRANKS - #6IRMO SCUS","Point Of Sale Withdrawal PROJECT FRANKS - #6IRMO SCUS","20.00","debit","Charity","Joint Checking Account","",""
"4/23/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","101.08","debit","Groceries Costco","Joint Checking Account","",""
"4/22/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","6.48","debit","Transfer","Joint Checking Account","",""
"4/22/2022","Lowe's","Point Of Sale Withdrawal LOWES #00907* 866-483-7521 NCUS","36.36","debit","Shopping","Joint Checking Account","",""
"4/22/2022","Lowe's","Point Of Sale Withdrawal LOWES #00907* 866-483-7521 NCUS","803.43","debit","Shopping","Joint Checking Account","",""
"4/21/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","100.00","credit","Income","Joint Checking Account","",""
"4/21/2022","SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","165.00","debit","Travel","Joint Checking Account","",""
"4/20/2022","State Farm","External Withdrawal STATE FARM RO 08 - CPC-CLIENT","84.78","debit","Auto Insurance","Joint Checking Account","",""
"4/19/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","10.65","debit","Transfer","Joint Checking Account","",""
"4/19/2022","USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 04/18","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 04/18","21.31","debit","Financial","Joint Checking Account","",""
"4/19/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","31.59","debit","Gas & Fuel","Joint Checking Account","",""
"4/19/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","2.99","debit","Transfer","Joint Checking Account","",""
"4/19/2022","State Farm","External Withdrawal STATE FARM RO 27 - SFPP","222.41","debit","Auto Insurance","Joint Checking Account","",""
"4/18/2022","KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","External Withdrawal KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","500.00","debit","Auto Payment","Joint Checking Account","",""
"4/17/2022","Marathon","Point Of Sale Withdrawal MARATHON PETRO10214WHITEVILLE NCUS","65.31","debit","Gas & Fuel","Joint Checking Account","",""
"4/17/2022","Shell","Point Of Sale Withdrawal SHELL OIL x1210COLUMBIA NCUS","60.21","debit","Gas & Fuel","Joint Checking Account","",""
"4/16/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 04577 JACKSONVILLE NCUS","67.21","debit","Gas & Fuel","Joint Checking Account","",""
"4/16/2022","Publix","Point Of Sale Withdrawal PUBLIX WILMINGTON NCUS","46.66","debit","Groceries","Joint Checking Account","",""
"4/16/2022","Shell","Point Of Sale Withdrawal SHELL SERVICE STATICOLUMBIA NCUS","9.66","debit","Gas & Fuel","Joint Checking Account","",""
"4/16/2022","CAPE HATTERAS KOA RODANTHE NCUS","Point Of Sale Withdrawal CAPE HATTERAS KOA RODANTHE NCUS","3.00","debit","Parking","Joint Checking Account","",""
"4/16/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"4/15/2022","WAVES MARKET AND DEWAVES NCUS","Point Of Sale Withdrawal WAVES MARKET AND DEWAVES NCUS","31.92","debit","Groceries","Joint Checking Account","",""
"4/15/2022","HWY 12 AMUSEMENTS RODANTHE NCUS","Point Of Sale Withdrawal HWY 12 AMUSEMENTS RODANTHE NCUS","20.80","debit","Amusement","Joint Checking Account","",""
"4/15/2022","SEA TREASURESOCEAN RODANTHE NCUS","Point Of Sale Withdrawal SEA TREASURESOCEAN RODANTHE NCUS","15.35","debit","Restaurants","Joint Checking Account","",""
"4/14/2022","WAVES MARKET AND DEWAVES NCUS","Point Of Sale Withdrawal WAVES MARKET AND DEWAVES NCUS","6.35","debit","Groceries","Joint Checking Account","",""
"4/14/2022","Prime Video*1O9E93F888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*1O9E93F888-802-3080 WAUS","10.69","debit","Movies & DVDs","Joint Checking Account","",""
"4/13/2022","CAPE HATTERAS KOA RODANTHE NCUS","Point Of Sale Withdrawal CAPE HATTERAS KOA RODANTHE NCUS","410.22","debit","Vacation","Joint Checking Account","",""
"4/13/2022","Shell","Point Of Sale Withdrawal SHELL OIL x9751NAGS HEAD NCUS","40.53","debit","Gas & Fuel","Joint Checking Account","",""
"4/13/2022","ALEX'S SHRIMP SSALVO NCUS","Point Of Sale Withdrawal SQ *ALEX'S SHRIMP SSALVO NCUS","18.32","debit","Restaurants","Joint Checking Account","",""
"4/13/2022","Pier 1 Imports","Point Of Sale Withdrawal IN *RODANTHE PIER, ELIZABETH CIT NCUS","5.32","debit","Furnishings","Joint Checking Account","",""
"4/13/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","9.99","debit","Transfer","Joint Checking Account","",""
"4/12/2022","Food Lion","Point Of Sale Withdrawal FOOD LION #2154 NAGS HEAD NCUS","100.75","debit","Groceries","Joint Checking Account","",""
"4/12/2022","HAPPY BELLY ICE CREHATTERAS NCUS","Point Of Sale Withdrawal HAPPY BELLY ICE CREHATTERAS NCUS","21.92","debit","Restaurants","Joint Checking Account","",""
"4/12/2022","WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"4/11/2022","Shell","Point Of Sale Withdrawal SHELL OIL x0586BUXTON NCUS","45.38","debit","Gas & Fuel","Joint Checking Account","",""
"4/11/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.33","debit","Transfer","Joint Checking Account","",""
"4/11/2022","CMS*OLD DOMINION TOVIRGINIA BEAC VAUS","Point Of Sale Withdrawal CMS*OLD DOMINION TOVIRGINIA BEAC VAUS","1.55","debit","Fast Food","Joint Checking Account","",""
"4/11/2022","CMS*OLD DOMINION TOVIRGINIA BEAC VAUS","Point Of Sale Withdrawal CMS*OLD DOMINION TOVIRGINIA BEAC VAUS","2.05","debit","Fast Food","Joint Checking Account","",""
"4/11/2022","CMS*OLD DOMINION TOVIRGINIA BEAC VAUS","Point Of Sale Withdrawal CMS*OLD DOMINION TOVIRGINIA BEAC VAUS","1.55","debit","Fast Food","Joint Checking Account","",""
"4/11/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"4/11/2022","Spectrum 855-707-7328 - Cable Bill","External Withdrawal Spectrum 855-707-7328 - Cable Bill","94.99","debit","Internet","Joint Checking Account","",""
"4/10/2022","Wal-Mart","Point Of Sale Withdrawal MURPHY7438ATWALMARTMOUNT OLIVE NCUS","58.24","debit","Shopping","Joint Checking Account","",""
"4/10/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 23219 LATTA SCUS","70.15","debit","Gas & Fuel","Joint Checking Account","",""
"4/09/2022","Speedway","Point Of Sale Withdrawal Speedway New Bern NCUS","33.00","debit","Gas & Fuel","Joint Checking Account","",""
"4/08/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","172.39","debit","Groceries","Joint Checking Account","",""
"4/08/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","66.37","debit","Groceries Costco","Joint Checking Account","",""
"4/07/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2553.00","credit","Transfer","Joint Checking Account","",""
"4/07/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1541.00","credit","Transfer","Joint Checking Account","",""
"4/05/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","37.42","debit","Gas & Fuel","Joint Checking Account","",""
"4/05/2022","AT&T","External Withdrawal ATT - Payment","219.46","debit","Home Phone","Joint Checking Account","",""
"4/05/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"4/04/2022","YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","79.00","debit","Charity","Joint Checking Account","",""
"4/04/2022","Check SERIAL #: 2626","Check SERIAL #: 2626","41.00","debit","Lawn & Garden","Joint Checking Account","",""
"4/04/2022","RUSHS 3 WEST COLUMBIA SCUS","Point Of Sale Withdrawal RUSHS 3 WEST COLUMBIA SCUS","36.20","debit","Fast Food","Joint Checking Account","",""
"4/03/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","214.14","debit","Groceries","Joint Checking Account","",""
"4/03/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","112.95","debit","Groceries Costco","Joint Checking Account","",""
"4/02/2022","AMZNFreeTime*1Hx0888-802-3080 WAUS","Point Of Sale Withdrawal AMZNFreeTime*1Hx0888-802-3080 WAUS","7.41","debit","Entertainment","Joint Checking Account","",""
"4/02/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","220.00","debit","Gym","Joint Checking Account","",""
"4/02/2022","Carter's","Point Of Sale Withdrawal CARTER'S #926 144 HCOLUMBIA SCUS","37.45","debit","Clothing","Joint Checking Account","",""
"4/02/2022","Trader Joe's","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","198.72","debit","Groceries","Joint Checking Account","",""
"4/02/2022","Prime Video*167DS4H888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*167DS4H888-802-3080 WAUS","8.55","debit","Movies & DVDs","Joint Checking Account","",""
"4/01/2022","Carolina","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","160.07","debit","Business Services","Joint Checking Account","",""
"4/01/2022","Check SERIAL #: 2552","Check SERIAL #: 2552","10.00","debit","Misc Expenses","Joint Checking Account","",""
"4/01/2022","Check SERIAL #: 2551","Check SERIAL #: 2551","10.00","debit","Misc Expenses","Joint Checking Account","",""
"3/31/2022","San Jose","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","53.36","debit","Restaurants","Joint Checking Account","",""
"3/30/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","4.38","debit","Groceries Costco","Joint Checking Account","",""
"3/30/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 06773 LEXINGTON SCUS","52.01","debit","Gas & Fuel","Joint Checking Account","",""
"3/30/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","24.45","debit","Groceries Costco","Joint Checking Account","",""
"3/29/2022","Dominion Energy","External Withdrawal DOMINION ENERGY - DRAFT","266.97","debit","Utilities","Joint Checking Account","",""
"3/29/2022","Buck's Pizza","Point Of Sale Withdrawal BUCKS PIZZA TRYON NCUS","60.66","debit","Restaurants","Joint Checking Account","",""
"3/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.19","debit","Transfer","Joint Checking Account","",""
"3/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","14.03","debit","Transfer","Joint Checking Account","",""
"3/28/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","55.02","debit","Gas & Fuel","Joint Checking Account","",""
"3/28/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","12.92","debit","Groceries Costco","Joint Checking Account","",""
"3/28/2022","WF PL CC PAYMENT - PAYMENT","External Withdrawal WF PL CC PAYMENT - PAYMENT","300.00","debit","Credit Card Payment","Joint Checking Account","",""
"3/27/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","82.09","debit","Groceries Costco","Joint Checking Account","",""
"3/27/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","7.13","debit","Groceries Costco","Joint Checking Account","",""
"3/27/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","123.58","debit","Groceries","Joint Checking Account","",""
"3/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"3/26/2022","Carter's","Point Of Sale Withdrawal CARTER'S #1037 CENTASHEVILLE NCUS","42.80","debit","Clothing","Joint Checking Account","",""
"3/26/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"3/25/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"3/25/2022","CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"3/25/2022","Ingles Markets","Point Of Sale Withdrawal INGLES MARKETS 1851 HWY 14 E LANDRUM SCUS","29.69","debit","Groceries","Joint Checking Account","",""
"3/24/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1541.00","credit","Transfer","Joint Checking Account","",""
"3/24/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2415.00","credit","Transfer","Joint Checking Account","",""
"3/22/2022","U.S. BANK N.A. PAYMENT - PAYMENT","External Withdrawal U.S. BANK N.A. PAYMENT - PAYMENT","207.31","debit","Auto Payment","Joint Checking Account","",""
"3/22/2022","U.S. BANK N.A. PAYMENT - PAYMENT","External Withdrawal U.S. BANK N.A. PAYMENT - PAYMENT","92.00","debit","Auto Payment","Joint Checking Account","",""
"3/22/2022"," x0321PPZ5H2 - INST XFER","External Withdrawal PAYPAL x0321PPZ5H2 - INST XFER","6.48","debit","Transfer","Joint Checking Account","",""
"3/22/2022","Withdrawal Internet Transfer to *9511 CK","Withdrawal Internet Transfer to *9511 CK","150.00","debit","Transfer","Joint Checking Account","",""
"3/21/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","2.99","debit","Transfer","Joint Checking Account","",""
"3/21/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","10.65","debit","Transfer","Joint Checking Account","",""
"3/21/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 23439 CAMPOBELLO SCUS","58.40","debit","Gas & Fuel","Joint Checking Account","",""
"3/21/2022","GOODSTOP #4226 PIGEON FORGE TNUS","Point Of Sale Withdrawal GOODSTOP #4226 PIGEON FORGE TNUS","71.73","debit","Restaurants","Joint Checking Account","",""
"3/20/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","80.60","debit","Groceries Costco","Joint Checking Account","",""
"3/20/2022","PIGEON FORGE SNOW PIGEON FORGE TNUS","Point Of Sale Withdrawal PIGEON FORGE SNOW PIGEON FORGE TNUS","116.70","debit","Restaurants","Joint Checking Account","",""
"3/20/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","9.42","debit","Groceries","Joint Checking Account","",""
"3/20/2022","THE OLD MILL CANDY PIGEON FORGE TNUS","Point Of Sale Withdrawal THE OLD MILL CANDY PIGEON FORGE TNUS","15.11","debit","Restaurants","Joint Checking Account","",""
"3/20/2022","Rainforest Adventures, Inc.","Point Of Sale Withdrawal RAINFOREST ADVENTURSEVIERVILLE TNUS","62.05","debit","Sports","Joint Checking Account","",""
"3/19/2022","PIGEON FORGE KOA 865-453-7903 TNUS","Point Of Sale Withdrawal PIGEON FORGE KOA 865-453-7903 TNUS","8.85","debit","Fast Food","Joint Checking Account","",""
"3/19/2022","WILDWOOD GROVE RESTPIGEON FORGE TNUS","Point Of Sale Withdrawal WILDWOOD GROVE RESTPIGEON FORGE TNUS","58.41","debit","Restaurants","Joint Checking Account","",""
"3/19/2022","COUNTRY FAIR GAMES PIGEON FORGE TNUS","Point Of Sale Withdrawal COUNTRY FAIR GAMES PIGEON FORGE TNUS","30.00","debit","Gas & Fuel","Joint Checking Account","",""
"3/19/2022","CANDY SHOP x5996 TNUS","Point Of Sale Withdrawal CANDY SHOP x5996 TNUS","8.76","debit","Restaurants","Joint Checking Account","",""
"3/19/2022","Costco","Point Of Sale Withdrawal WWW COSTCO COM 800-955-2292 WAUS","666.72","debit","Groceries Costco","Joint Checking Account","",""
"3/19/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"3/18/2022","PIGEON FORGE KOA 435-529-6682 TNUS","Point Of Sale Withdrawal PIGEON FORGE KOA 435-529-6682 TNUS","181.44","debit","Vacation","Joint Checking Account","",""
"3/18/2022","THE OLD MILL CREAMEPIGEON FORGE TNUS","Point Of Sale Withdrawal THE OLD MILL CREAMEPIGEON FORGE TNUS","23.26","debit","Restaurants","Joint Checking Account","",""
"3/18/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 23439 CAMPOBELLO SCUS","61.28","debit","Gas & Fuel","Joint Checking Account","",""
"3/18/2022","Smoky Mountain","Point Of Sale Withdrawal SMOKY MOUNTAIN ALPIPIGEON FORGE TNUS","56.00","debit","Home Services","Joint Checking Account","",""
"3/17/2022","State Farm","External Withdrawal STATE FARM RO 27 - SFPP","224.24","debit","Auto Insurance","Joint Checking Account","",""
"3/17/2022","KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","External Withdrawal KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","500.00","debit","Auto Payment","Joint Checking Account","",""
"3/16/2022","Recreation.gov","Point Of Sale Withdrawal RECREATION.GOV 877-444-6777 NMUS","60.00","debit","Travel","Joint Checking Account","",""
"3/16/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","55.69","debit","Groceries Costco","Joint Checking Account","",""
"3/16/2022","Withdrawal Internet Transfer to *9511 CK","Withdrawal Internet Transfer to *9511 CK","150.00","debit","Transfer","Joint Checking Account","",""
"3/15/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","54.57","debit","Gas & Fuel","Joint Checking Account","",""
"3/14/2022","RHINO RACK USA LLC 303-706-9700 COUS","Point Of Sale Withdrawal RHINO RACK USA LLC 303-706-9700 COUS","86.00","debit","Charity","Joint Checking Account","",""
"3/14/2022","Spectrum 855-707-7328 - Cable Bill","External Withdrawal Spectrum 855-707-7328 - Cable Bill","94.99","debit","Internet","Joint Checking Account","",""
"3/14/2022","WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"3/14/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","9.99","debit","Transfer","Joint Checking Account","",""
"3/14/2022","Amazon","Point Of Sale Withdrawal AMZN DIGITAL*1Z33E2888-802-3080 WAUS","10.69","debit","Amazon","Joint Checking Account","",""
"3/13/2022","Deposit COSTCO WHSE #1232 COLUMBIA SCUS","Point Of Sale Deposit COSTCO WHSE #1232 COLUMBIA SCUS","26.51","credit","Transfer","Joint Checking Account","",""
"3/13/2022","NC FERRY TOLLS. 877-368-4968 NCUS","Point Of Sale Withdrawal NC FERRY TOLLS. 877-368-4968 NCUS","45.00","debit","Public Transportation","Joint Checking Account","",""
"3/13/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","31.83","debit","Groceries Costco","Joint Checking Account","",""
"3/12/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","30.47","debit","Groceries Costco","Joint Checking Account","",""
"3/12/2022","Food Lion","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","7.82","debit","Groceries","Joint Checking Account","",""
"3/12/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","212.56","debit","Groceries","Joint Checking Account","",""
"3/12/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","108.78","debit","Groceries Costco","Joint Checking Account","",""
"3/12/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"3/11/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"3/10/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2372.00","credit","Transfer","Joint Checking Account","",""
"3/09/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.33","debit","Transfer","Joint Checking Account","",""
"3/09/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1535.00","credit","Transfer","Joint Checking Account","",""
"3/09/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 06779 COLUMBIA SCUS","63.36","debit","Gas & Fuel","Joint Checking Account","",""
"3/08/2022","AT&T","External Withdrawal ATT - Payment","219.60","debit","Home Phone","Joint Checking Account","",""
"3/08/2022","Check SERIAL #: 2601","Check SERIAL #: 2601","41.00","debit","Doctor","Joint Checking Account","",""
"3/08/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","84.81","debit","Transfer","Joint Checking Account","",""
"3/07/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"3/06/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","129.66","debit","Groceries Costco","Joint Checking Account","",""
"3/06/2022","Trader Joe's","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","176.57","debit","Groceries","Joint Checking Account","",""
"3/06/2022","Costco Gas","Point Of Sale Withdrawal COSTCO GAS #1232 COLUMBIA SCUS","26.66","debit","Gas & Fuel","Joint Checking Account","",""
"3/05/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","110.31","debit","Groceries Costco","Joint Checking Account","",""
"3/05/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
